Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Condition,Photo 1,Condition Ranking,Condition Point
RSP06889,614dd9a4-1fd1-4a03-9132-8165f011a2a7,2021-11-26,-33.86973797,121.8940817,Esperance,Oily Water Separator Shed,Ground,,Port Specific,Conveyer,Emergency Stop (button),No,103925,103926,1,3 - Good,RSP06889_Q103926_20211126_01.jpg,Good,3
RSP06890,b0cb5af7-a7b5-449f-a363-4fc5eebf1528,2021-11-26,-33.86973797,121.8940817,Esperance,Oily Water Separator Shed,Ground,,Port Specific,Conveyer,Emergency Stop (button),No,103940,103941,1,3 - Good,RSP06890_Q103941_20211126_01.jpg,Good,3
RSP06891,5b2e7b8c-4835-4e10-8912-49255ab17c3e,2021-11-26,-33.86973797,121.8940817,Esperance,Oily Water Separator Shed,Ground,,Hydraulics,Domestic Water,Water Pump,No,,103940,1,3 - Good,RSP06891_Q103940_20211126_01.jpg,Good,3
RSP06893,59976b5d-13fb-407f-baa9-daa823ae0b75,2021-11-25,-33.86977806,121.8939365,Esperance,Ops Control 2,Ground,,IT & Communications,Audio Visual,Television (Display) (TV),No,,,2,3 - Good,,Good,3
RSP06894,85996187-2db2-4429-a836-f99c1026bd54,2021-11-25,-33.8698144,121.8939581,Esperance,Ops Control 2,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103435,1,3 - Good,RSP06894_Q103435_20211125_01.jpg,Good,3
RSP06895,8eb998c4-505c-4592-a267-93f69385ff3b,2021-11-25,-33.8698144,121.8939581,Esperance,Ops Control 2,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103436,1,3 - Good,,Good,3
RSP06896,cea3c3fa-a803-4e06-b7d3-eb8a88e65ec6,2021-11-25,-33.86977806,121.8939365,Esperance,Ops Control 2,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP06897,87338d69-5867-4b26-8976-1efeaf076d28,2021-11-25,-33.8698144,121.8939581,Esperance,Ops Control 2,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,3 - Good,RSP06897_20211125_01.jpg,Good,3
RSP06923,d2799a32-2af5-4aa7-aadf-ab86ce79bf70,2021-11-25,-33.86977388,121.8939891,Esperance,Ops Control 3,Ground,Comms Room,Electrical,Power Distribution,Distribution Board (DB),No,,103432,1,3 - Good,RSP06923_Q103432_20211125_01.jpg,Good,3
RSP06924,e3c653e5-3e81-4ba3-a998-aa09c70a5b14,2021-11-25,-33.86977388,121.8939891,Esperance,Ops Control 3,Ground,Comms Room,Electrical,Power Generation,UPS,No,,103434,1,3 - Good,RSP06924_Q103434_20211125_01.jpg,Good,3
RSP06925,9ccdcb75-7365-4432-867e-86b24426f6df,2021-11-25,-33.86977388,121.8939891,Esperance,Ops Control 3,Ground,Comms Room,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103433,1,3 - Good,RSP06925_Q103433_20211125_01.jpg,Good,3
RSP06926,9b348662-7696-443f-b33f-623de360f94c,2021-11-25,-33.86977388,121.8939891,Esperance,Ops Control 3,Ground,Comms Room,IT & Communications,IT,Communications Cabinet (Rack),No,,103431,1,3 - Good,RSP06926_Q103431_20211125_01.jpg,Good,3
RSP06927,26eb8389-915e-491f-ad48-9cb5a6e11b85,2021-11-25,-33.86977388,121.8939891,Esperance,Ops Control 3,Ground,Comms Room,IT & Communications,IT,Communications Cabinet (Rack),No,,103430,1,3 - Good,RSP06927_Q103430_20211125_01.jpg,Good,3
RSP06959,f59597fc-f26d-4f93-872d-7ff4785346c8,2021-11-23,-33.87338158,121.9004465,Esperance,Paint Booth,Ground,Maintenance Workshop External,Building,Building,Building,Yes,,109071,1,3 - Good,RSP06959_Q109071_20211123_01.jpg,Good,3
RSP06960,1d572f00-5e47-40a8-aa6f-7543a92531a0,2021-11-23,-33.87338158,121.9004465,Esperance,Paint Booth,Ground,Maintenance Workshop External,Electrical,Lighting,Fluorescent Light - Double,Yes,,,3,3 - Good,,Good,3
RSP06961,b6b8bb18-5f5f-41c0-9431-74d5495793dd,2021-11-03,-33.87187556,121.902282,Esperance,Pilot Boat - Kwillina,Ground,Below Deck,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100761,1,3 - Good,,Good,3
RSP06962,3fe11d32-4ad7-4df5-a76c-4817c19c1804,2021-11-03,-33.87187556,121.902282,Esperance,Pilot Boat - Kwillina,Ground,Below Deck,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100762,1,3 - Good,,Good,3
RSP06963,ad1dfbea-87a5-429c-b507-17da61e85f5d,2021-11-03,-33.87186179,121.9022765,Esperance,Pilot Boat - Kwillina,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100763,1,3 - Good,,Good,3
RSP06964,2fc3d150-e3b6-4c64-9c34-f5df7a1cd41a,2021-11-03,-33.871873,121.9022676,Esperance,Pilot Boat - Kwillina,Ground,,Port Specific,Berth,Lifebuoy,No,,,2,3 - Good,,Good,3
RSP06965,d4fe71cd-fc29-40c1-adbd-89566eafd724,2021-11-03,-33.87186179,121.9022765,Esperance,Pilot Boat - Kwillina,Ground,,Plant & Equipment,Vessel,Boat,No,,109252,1,3 - Good,RSP06965_Q109252_20211103_01.jpg,Good,3
RSP06966,71ae3764-10b8-44ef-a4b0-63be95a56d82,2021-11-03,-33.87183896,121.9026812,Esperance,Pilot Boat Jetty,Ground,North,Building,Building,Building,Yes,,No QR Code,1,3 - Good,RSP06966_20211103_01.jpg,Good,3
RSP06967,e5d73ac2-d6ca-405e-bba8-1655f77bbeae,2021-11-03,-33.87197822,121.9025653,Esperance,Pilot Boat Jetty,Ground,South,Building,Building,Building,Yes,,No QR Code,1,3 - Good,RSP06967_20211103_01.jpg,Good,3
RSP06968,bd63ca53-c72f-49ce-9f5d-db485c12e9c0,2021-11-03,-33.87187036,121.9023383,Esperance,Pilot Boat Jetty,Ground,South,Electrical,Lighting,Flood Light - LED,Yes,,,2,3 - Good,,Good,3
RSP06969,e0142544-7fdb-4a17-a21a-bd31c91712ae,2021-11-03,-33.87186662,121.9023244,Esperance,Pilot Boat Jetty,Ground,South,Port Specific,Berth,Lifebuoy,Yes,,,1,3 - Good,,Good,3
RSP06970,d2f13694-6125-474d-aa68-6d03ad949f48,2021-11-03,-33.87184892,121.9025223,Esperance,Pilot Boat Jetty,Ground,South,Plant & Equipment,Vessel,Boat,No,,,1,3 - Good,RSP06970_20211103_01.jpg,Good,3
RSP06972,197a5e26-5ec8-44fa-a960-b2e27b60cfa1,2021-11-26,-33.86915114,121.8940153,Esperance,Port Main Store,Ground,External Entry/Exit,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103949,1,3 - Good,RSP06972_Q103949_20211126_01.jpg,Good,3
RSP06973,0ddb1f43-64aa-4479-a7ab-58649c33256d,2021-11-26,-33.86915559,121.8939157,Esperance,Port Main Store,Ground,External Entry/Exit,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103946,1,3 - Good,RSP06973_Q103946_20211126_01.jpg,Good,3
RSP06974,ebd51a16-7a36-469c-839b-ca31c4f1d446,2021-11-26,-33.86915559,121.8939157,Esperance,Port Main Store,Ground,External Entry/Exit,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103947,1,3 - Good,RSP06974_Q103947_20211126_01.jpg,Good,3
RSP06975,f9b5f94b-4ab1-49ed-b279-b3691b76a813,2021-11-26,-33.86915559,121.8939157,Esperance,Port Main Store,Ground,External Entry/Exit,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103945,1,3 - Good,RSP06975_Q103945_20211126_01.jpg,Good,3
RSP06976,2b122d04-85e9-4ee3-a71a-3a2eba4c0c33,2021-11-26,-33.86915114,121.8940153,Esperance,Port Main Store,Ground,External Entry/Exit,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103948,1,3 - Good,RSP06976_Q103948_20211126_01.jpg,Good,3
RSP06977,f7303c14-76eb-46b0-a3f8-4ed6c37eb868,2021-11-16,-33.87562054,121.900979,Esperance,Pump Shed,Ground,,Building,Building,Building,No,,109396,1,3 - Good,RSP06977_Q109396_20211116_01.jpg,Good,3
RSP06978,7f8414d1-030e-417c-a4a6-a6ccfedff9b7,2021-11-16,-33.87562054,121.900979,Esperance,Pump Shed,Ground,,Electrical,Power Distribution,Control Panel,No,,103097,1,3 - Good,RSP06978_Q103097_20211116_01.jpg,Good,3
RSP06979,e9867d93-e108-4cf2-a6d5-a0acd4bc39cc,2021-11-16,-33.87562054,121.900979,Esperance,Pump Shed,Ground,,HVAC,Air Conditioning,Expansion Tank,No,,103098,1,3 - Good,RSP06979_Q103098_20211116_01.jpg,Good,3
RSP06980,b48d7791-d9eb-4212-ac19-2fa23f63fb24,2021-11-16,-33.87562054,121.900979,Esperance,Pump Shed,Ground,,Hydraulics,Domestic Water,Water Meter,No,,103101,1,3 - Good,RSP06980_Q103101_20211116_01.jpg,Good,3
RSP06981,a0493795-fe79-4f62-a529-0746585f1304,2021-11-16,-33.87562054,121.900979,Esperance,Pump Shed,Ground,,Hydraulics,Domestic Water,Water Pump,No,,103099,1,3 - Good,RSP06981_Q103099_20211116_01.jpg,Good,3
RSP06983,ca898d71-0be7-46cd-aed7-602b8783afd5,2021-11-23,-33.87445391,121.9018836,Esperance,PWL06,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,107509,103694,1,3 - Good,,Good,3
RSP06984,dadbd4c9-561f-40cc-b22b-29eb2eb669f6,2021-11-19,-33.87596886,121.9004714,Esperance,Qube Loader Yard Diesel Tank,Ground,,Electrical,Power Generation,Fuel Tank - Bulk,Yes,,103569,1,4  - Fair,RSP06984_Q103569_20211119_01.jpg,Fair,4
RSP06985,1544924d-c86d-4537-9ae2-dc7ac41c751b,2021-11-19,-33.875951,121.9004974,Esperance,Qube Loader Yard Diesel Tank,Ground,,Electrical,Power Generation,Fuel Tank - Bulk,Yes,,107483,1,3 - Good,RSP06985_Q107483_20211119_01.jpg,Good,3
RSP06986,c0d79a59-68ef-4a7d-9d2e-0786f7b84aa5,2021-11-19,-33.87597375,121.9004685,Esperance,Qube Loader Yard Diesel Tank,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,103568,1,3 - Good,RSP06986_Q103568_20211119_01.jpg,Good,3
RSP06987,dbd819ed-32e3-47d5-961c-1c76f0285923,2021-11-19,-33.87591976,121.9005046,Esperance,Qube Loader Yard Diesel Tank,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,103567,1,3 - Good,RSP06987_Q103567_20211119_01.jpg,Good,3
RSP06988,ccd3d953-b8cc-4fc3-b95d-e4806fbfa7dc,2021-11-26,-33.87322651,121.9016415,Esperance,Railway Crossing,Ground,,Security & Access,Access Control,Boom Gate,Yes,,103490,1,3 - Good,RSP06988_Q103490_20211126_01.jpg,Good,3
RSP06989,60ba3e65-92e1-431e-be94-5010614deed0,2021-11-26,-33.87313803,121.9017278,Esperance,Railway Crossing,Ground,,Security & Access,Access Control,Boom Gate,Yes,,103491,1,3 - Good,RSP06989_Q103491_20211126_01.jpg,Good,3
RSP06990,9cd097e9-5bef-4420-8175-0a414f164684,2021-11-15,-33.87285607,121.8991219,Esperance,RCD,Ground,External,Electrical,Power Distribution,Mechanical Services Switch Board (MSSB),No,,101643,1,3 - Good,RSP06990_Q101643_20211115_01.jpg,Good,3
RSP06991,a7dfb3a0-0813-4d77-b0a4-dda0f828981d,2021-11-12,-33.87271215,121.8991212,Esperance,RCD,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,109389,101655,1,3 - Good,RSP06991_Q101655_20211112_01.jpg,Good,3
RSP06992,52622239-9d36-4254-b606-98482066d659,2021-11-12,-33.87271215,121.8991212,Esperance,RCD,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,109389,101654,1,3 - Good,RSP06992_Q101654_20211112_01.jpg,Good,3
RSP06993,d50dc3a7-9f2a-4cd1-bf0c-2f9f054f631a,2021-11-15,-33.87279956,121.8991497,Esperance,RCD,Ground,External,Electrical,Lighting,Flood Light,No,,,2,3 - Good,,Good,3
RSP06994,fd8f339f-68fc-42df-98d6-a51962745799,2021-11-15,-33.87279956,121.8991497,Esperance,RCD,Ground,External,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,,Good,3
RSP07039,6081d35e-7638-4527-9059-f0bfbd2b46dd,2021-11-11,-33.87268098,121.8992342,Esperance,RCD Compressor Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,No QR Code,1,3 - Good,RSP07039_20211111_01.jpg,Good,3
RSP07040,8a491938-e12f-4f4b-b0f6-566b6e76f41a,2021-11-11,-33.87268826,121.8992368,Esperance,RCD Compressor Shed,Ground,,Building,Building,Building,Yes,,109373,1,3 - Good,RSP07040_Q109373_20211111_01.jpg,Good,3
RSP07041,a95982bd-e511-4cff-b9d5-505d9e09ac64,2021-11-11,-33.87268933,121.8992446,Esperance,RCD Compressor Shed,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,101942,1,3 - Good,RSP07041_Q101942_20211111_01.jpg,Good,3
RSP07042,6aa68e60-a3d6-4fd7-b912-66090d5fb234,2021-11-11,-33.87270046,121.8992865,Esperance,RCD Compressor Shed,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101609,1,3 - Good,,Good,3
RSP07043,adb41a43-c796-4615-b6e6-2832705b1547,2021-11-11,-33.87268933,121.8992446,Esperance,RCD Compressor Shed,Ground,,HVAC,Air Conditioning,Dosing System,No,,101941,1,3 - Good,RSP07043_Q101941_20211111_01.jpg,Good,3
RSP07052,2f5262a0-aeaf-4d18-9bca-ce1119d17850,2021-11-11,-33.87279901,121.8991859,Esperance,RCD Control Room,Level 1,,Electrical,Power Distribution,Battery Charger,No,,,3,3 - Good,RSP07052_20211111_01.jpg,Good,3
RSP07053,aff4916e-5c51-4cb6-b5a0-c488f21595ce,2021-11-11,-33.87285746,121.8991309,Esperance,RCD Control Room,Level 1,,Electrical,Power Distribution,Control Panel,No,,101933,1,4 - Fair,RSP07053_Q101933_20211111_01.jpg,Fair,4
RSP07054,2c9729f1-9dab-46bf-a1a4-fad03107227e,2021-11-11,-33.87279901,121.8991859,Esperance,RCD Control Room,Level 1,,Electrical,Power Distribution,Control Panel,No,,101608,1,3 - Good,RSP07054_Q101608_20211111_01.jpg,Good,3
RSP07055,90c4dc29-6339-4e05-94af-05f454247393,2021-11-11,-33.87285746,121.8991309,Esperance,RCD Control Room,Level 1,,Electrical,Power Distribution,Control Panel,No,,101934,1,4 - Fair,RSP07055_Q101934_20211111_01.jpg,Fair,4
RSP07056,a900182b-fd03-4eff-80a7-0dac361298e8,2021-11-11,-33.87279901,121.8991859,Esperance,RCD Control Room,Level 1,,Electrical,Power Distribution,Control Panel,No,,101607,1,3 - Good,RSP07056_Q101607_20211111_01.jpg,Good,3
RSP07078,d50af7d3-fa55-42ff-acb9-c903fdba5d04,2021-11-12,-33.87228318,121.8988677,Esperance,RCD Female Toilet,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP07079,c59f8c60-d63d-4340-9a2c-eb8acefb8e6a,2021-11-12,-33.87225729,121.898856,Esperance,RCD Female Toilet,Ground,,Electrical,Lighting,LED - Rectangular Fluoro style fitting,No,,,1,3 - Good,,Good,3
RSP07080,ba1f97a9-25a1-49c7-b0d8-532d0367d2a1,2021-11-11,-33.8723177,121.8989526,Esperance,RCD First Aid Room,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,101619,1,3 - Good,RSP07080_Q101619_20211111_01.jpg,Good,3
RSP07081,7de1e88b-08fd-4fd0-889c-e7dee6add29d,2021-11-11,-33.8723177,121.8989526,Esperance,RCD First Aid Room,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP07082,722cf963-1b40-4c45-828a-fa29a018c4c4,2021-11-11,-33.8723177,121.8989526,Esperance,RCD First Aid Room,Ground,,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,3 - Good,RSP07082_20211111_01.jpg,Good,3
RSP07083,1056f4c1-aad0-4686-b933-e975278e7948,2021-11-11,-33.8723177,121.8989526,Esperance,RCD First Aid Room,Ground,,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,3 - Good,RSP07083_20211111_01.jpg,Good,3
RSP07084,c80d191a-8d2b-456e-a26a-a9e9112feea6,2021-11-11,-33.8723177,121.8989526,Esperance,RCD First Aid Room,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,101618,1,3 - Good,RSP07084_Q101618_20211111_01.jpg,Good,3
RSP07094,b105669c-4716-4082-b6a3-d9edd6f34a98,2021-11-11,-33.8723486,121.8990139,Esperance,RCD Lunchroom,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP07095,497d6acf-2670-4089-8f60-d8167ee58cfb,2021-11-11,-33.8723486,121.8990139,Esperance,RCD Lunchroom,Ground,,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,2,4 - Fair,RSP07095_20211111_01.jpg,Fair,4
RSP07096,3f913941-dca9-4108-8a97-dca368224232,2021-11-11,-33.87232716,121.8989941,Esperance,RCD Lunchroom,Ground,,Kitchen Equipment,Food Preperation,Microwave,No,,,1,3 - Good,RSP07096_20211111_01.jpg,Good,3
RSP07097,d38eb1cc-9732-4822-a383-0cd21828a4be,2021-11-11,-33.87233579,121.8990019,Esperance,RCD Lunchroom,Ground,,Kitchen Equipment,Food Preperation,Oven,No,,,1,3 - Good,RSP07097_20211111_01.jpg,Good,3
RSP07098,9033b08e-ecc8-4187-9165-b98a633e2085,2021-11-11,-33.87234943,121.8990213,Esperance,RCD Lunchroom,Ground,,Kitchen Equipment,Refrigeration,Refrigerator - Bar (Small),No,,,1,3 - Good,,Good,3
RSP07104,c11bc403-d7f1-4b73-b980-c04ab06d63f7,2021-11-11,-33.87235462,121.8989672,Esperance,RCD Lunchroom/First Aid Room,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,101946,1,3 - Good,RSP07104_Q101946_20211111_01.jpg,Good,3
RSP07105,771d0047-b286-4c69-b01a-8363dc329777,2021-11-12,-33.87232168,121.8989276,Esperance,RCD Lunchroom/First Aid Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,109376,101948,1,4 - Fair,RSP07105_Q101948_20211112_01.jpg,Fair,4
RSP07106,d7735938-505f-4e29-9690-6278eb87601e,2021-11-12,-33.87237793,121.899048,Esperance,RCD Lunchroom/First Aid Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,109376,101947,1,4 - Fair,RSP07106_Q101947_20211112_01.jpg,Fair,4
RSP07107,16b8ece6-feff-4a5d-b25c-418b313a22d0,2021-11-12,-33.87231193,121.8989309,Esperance,RCD Lunchroom/First Aid Room,Ground,External,Hydraulics,Hot Water,Electric Hot Water Unit,Yes,109376,101949,1,3 - Good,RSP07107_Q101949_20211112_01.jpg,Good,3
RSP07108,cd9ef627-0584-4d0a-b074-6da7cca6d3fe,2021-11-11,-33.87235457,121.8989673,Esperance,RCD Lunchroom/First Aid Room,Ground,,Building,Building,Building,Yes,,109376,1,3 - Good,RSP07108_Q109376_20211111_01.jpg,Good,3
RSP07109,183ca3d1-afe3-40a7-9711-1448fe4f5e27,2021-11-12,-33.8723949,121.8988427,Esperance,RCD Male Toilet,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,101620,1,3 - Good,RSP07109_Q101620_20211112_01.jpg,Good,3
RSP07110,07c656c9-1f1d-475e-8b8d-b3f3e30d6472,2021-11-12,-33.87227928,121.8988279,Esperance,RCD Male Toilet,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP07111,c78f070c-1e29-43bb-baf0-3afa3ff7dc23,2021-11-12,-33.87234526,121.8988315,Esperance,RCD Male Toilet,Ground,,Electrical,Lighting,LED - Rectangular Fluoro style fitting,No,,,1,3 - Good,,Good,3
RSP07112,1efac19b-58bb-4cb0-b414-507ce0681b82,2021-11-12,-33.87280736,121.8991678,Esperance,RCD MCC,Ground,,Electrical,Power Distribution,Isolator (for major plant),No,101952,101960,1,3 - Good,RSP07112_Q101960_20211112_01.jpg,Good,3
RSP07113,f80b01cb-d8f8-4d52-86b9-2e44b87f8a72,2021-11-12,-33.87280736,121.8991678,Esperance,RCD MCC,Ground,,Electrical,Power Distribution,Isolator (for major plant),No,101952,101962,1,3 - Good,RSP07113_Q101962_20211112_01.jpg,Good,3
RSP07114,ece75e15-e2e8-421d-88d3-10e3ea8b51cc,2021-11-12,-33.87283297,121.8991467,Esperance,RCD MCC,Ground,,Electrical,Power Distribution,Isolator (for major plant),No,101952,101954,1,3 - Good,RSP07114_Q101954_20211112_01.jpg,Good,3
RSP07115,8090bb2c-96d1-46c2-bbbc-3143699abeb8,2021-11-12,-33.87283297,121.8991467,Esperance,RCD MCC,Ground,,Electrical,Power Distribution,Isolator (for major plant),No,101952,101958,1,3 - Good,RSP07115_Q101958_20211112_01.jpg,Good,3
RSP07116,038a7065-5115-4f83-98aa-23fb6ba8671c,2021-11-12,-33.87283297,121.8991467,Esperance,RCD MCC,Ground,,Electrical,Power Distribution,Isolator (for major plant),No,101952,101966,1,3 - Good,RSP07116_Q101966_20211112_01.jpg,Good,3
RSP07136,51a8c0c7-443b-43ef-ba06-850b180110ef,2021-11-22,-33.87254875,121.8991621,Esperance,RCD Parking Lot,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103666,1,3 - Good,RSP07136_Q103666_20211122_01.jpg,Good,3
RSP07137,029e6e74-a0ff-4ca3-bb06-b19c4118bbed,2021-11-22,-33.87249725,121.8991511,Esperance,RCD Parking Lot,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103668,1,3 - Good,RSP07137_Q103668_20211122_01.jpg,Good,3
RSP07138,c1bb0bdf-c782-4b67-a1fe-b3d47e7ebff4,2021-11-12,-33.87235052,121.8988884,Esperance,RCD Toilets,Ground,External,Electrical,Lighting,Fluorescent Light - Single,Yes,,,2,3 - Good,,Good,3
RSP07139,06cbe6bd-d0a1-49ea-8b0a-4fb63327c5f3,2021-11-26,-33.87229487,121.898906,Esperance,RCD Toilets,Ground,External,Hydraulics,Waste,Water Tank,No,,,3,3 - Good,RSP07139_20211126_01.jpg,Good,3
RSP07140,4e7e1e41-dc79-4ad8-bb5c-49740b40214f,2021-11-12,-33.87235157,121.898887,Esperance,RCD Toilets,Ground,,Building,Building,Building,Yes,,109377,1,3 - Good,RSP07140_Q109377_20211112_01.jpg,Good,3
RSP07141,2961d1bc-cee0-4f11-8f25-57976128918b,2021-11-11,-33.87285384,121.899204,Esperance,RCD Vault,Basement,Belt Feeder 08A,Port Specific,Conveyer,Audible Alert Device (Siren),No,,101599,1,3 - Good,,Good,3
RSP07142,d6a11c00-3535-4391-920d-1b6604b4b18d,2021-11-11,-33.87282768,121.899199,Esperance,RCD Vault,Basement,Belt Feeder 08A,Port Specific,Conveyer,Audible Alert Device (Siren),No,,101600,1,3 - Good,,Good,3
RSP07143,43968269-754e-47f4-a5fd-75568f84b8f0,2021-11-11,-33.87282267,121.8991946,Esperance,RCD Vault,Basement,Belt Feeder 08A,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,101598,1,3 - Good,RSP07143_Q101598_20211111_01.jpg,Good,3
RSP07144,b8d3bee4-f8c8-444b-939e-9542cf1595b1,2021-11-11,-33.87282267,121.8991946,Esperance,RCD Vault,Basement,Belt Feeder 08A,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,101596,1,3 - Good,RSP07144_Q101596_20211111_01.jpg,Good,3
RSP07145,ac6c7e70-dbc4-4fe5-991b-aa91ff496851,2021-11-11,-33.87282267,121.8991946,Esperance,RCD Vault,Basement,Belt Feeder 08A,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,101595,1,3 - Good,RSP07145_Q101595_20211111_01.jpg,Good,3
RSP07182,824c476e-25f1-4f09-a128-128f4be86989,2021-10-27,-33.87138904,121.9031392,Esperance,Sample Station,Ground,At Entrance,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100397,1,3 - Good,,Good,3
RSP07183,a8ea917a-14c6-499f-a42c-ae01a416b993,2021-10-27,-33.87140853,121.9031278,Esperance,Sample Station,Ground,External,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,,Good,3
RSP07184,aa0bd8e0-2e38-40bc-a434-1260709f55bf,2021-11-19,-33.87119721,121.9031796,Esperance,Sample Station,Ground,External,Electrical,Lighting,LED Light,Yes,,107488,1,3 - Good,RSP07184_Q107488_20211119_01.jpg,Good,3
RSP07185,66731c9c-5e14-48e5-895d-18ecc964debd,2021-10-27,-33.87139127,121.9031177,Esperance,Sample Station,Ground,External,Security & Access,Security,CCTV Camera - Dome,No,,101058,1,3 - Good,,Good,3
RSP07186,750143c8-35c9-45d4-a06f-25148d341c0e,2021-11-19,-33.87121964,121.9031664,Esperance,Sample Station,Ground,External,Port Specific,Berth,Lifebuoy,No,,,2,3 - Good,,Good,3
RSP07226,bffb83b1-a8b3-46cb-a07d-2c2956f725e8,2021-10-27,-33.87137095,121.903162,Esperance,Sampling Station,Ground,,Building,Building,Building,No,,No QR Code,1,3 - Good,RSP07226_20211027_01.jpg,Good,3
RSP07227,6391d02e-be94-47ff-a74c-d206f6247e8a,2021-11-23,-33.87338361,121.9004701,Esperance,Sand Blast Booth,Ground,Maintenance Workshop External,Building,Building,Building,Yes,,109072,1,3 - Good,RSP07227_Q109072_20211123_01.jpg,Good,3
